sentence,pred_sentence,pred_sentence_tok,sentence_tok
ระบบอัตโนมัติจะต้องถูกออกแบบให้สามารถมีการตรวจสอบได้,ระบบอัตโนมัติจะต้องถูกออกแบบให้สามารถมีการตรวจสอบได้,ระบบ อัตโนมัติ จะ ต้อง ถูก ออกแบบ ให้ สามารถ มี การ ตรวจสอบ ได้,ระบบ อัตโนมัติ จะ ต้อง ถูก ออกแบบ ให้ สามารถ มี การ ตรวจสอบ ได้
กำแพงเมืองจีนทั้งยาวและสูง,กำแพงเมืองจีนทั้งยาวและสูง,กำแพงเมืองจีน ทั้ง ยาว และ สูง,กำแพงเมืองจีน ทั้ง ยาว และ สูง
สาย,ใช่,ใช่,สาย
การแข่งนั่นดำเนินไปเป็นยังไงบ้าง,การแข่งนั้นดำเนินไปเป็นยังไงบ้าง,การ แข่ง นั้น ดำเนิน ไป เป็น ยังไง บ้าง,การ แข่ง นั่น ดำเนิน ไป เป็น ยังไง บ้าง
ขอฉันดูตั๋วของคุณหน่อย,ขอฉันดูตั๋วของคุณหน่อย,ขอ ฉัน ดู ตั๋ว ของ คุณ หน่อย,ขอ ฉัน ดู ตั๋ว ของ คุณ หน่อย
สองโมงเช้า,สองโมงเช้า,สอง โมง เช้า,สอง โมง เช้า
คนที่ถูกคุมขังด้วยข้อหาดังกล่าว,คนที่ถูกคุมขังด้วยข้อหาดังกล่าว,คน ที่ ถูก คุมขัง ด้วย ข้อหา ดังกล่าว,คน ที่ ถูก คุมขัง ด้วย ข้อหา ดังกล่าว
เรากำลังมุ่งหน้าไปสู่อนาคตที่คนงานเป็นได้เพียงสถิติเท่านั้นหรือ,เรากำลังมุ่งหน้าไปสู่อนาคตที่คนงานเป็นร้อยเพียงสถิติเท่านั้นหรือ,เรา กำลัง มุ่งหน้า ไป สู่ อนาคต ที่ คนงาน เป็น ร้อย เพียง สถิติ เท่านั้น หรือ,เรา กำลัง มุ่งหน้า ไป สู่ อนาคต ที่ คนงาน เป็นได้ เพียง สถิติ เท่านั้น หรือ
ฟิลิปยืนละล้าละลังหูเงี่ยฟังเสียง,ฟิลลิปยืนละล้าละลังโห้เงียบฟังเสียง,ฟิลลิป ยืน ละล้าละลัง โห้ เงียบ ฟัง เสียง,ฟิลิป ยืน ละล้าละลัง หู เงี่ย ฟัง เสียง
ถ้าไม่แน่ใจว่าจะอ่านออกเสียงอย่างไรให้กดข้าม,ถ้าไม่แน่ใจว่าจะอ่านออกเสียงอย่างไรให้กดข้าม,ถ้า ไม่ แน่ใจ ว่า จะ อ่าน ออกเสียง อย่างไร ให้ กด ข้าม,ถ้า ไม่ แน่ใจ ว่า จะ อ่าน ออกเสียง อย่างไร ให้ กด ข้าม
เขาเป็นพ่อทูนหัวของฉันและเป็นหนึ่งในคนที่ยอดเยี่ยมที่สุดที่ไป,เขาเป็นพ่อทูนหัวของฉันและเป็นหนึ่งในคนที่ยอดเยี่ยมที่สุดที่ไป,เขา เป็น พ่อ ทูนหัว ของ ฉัน และ เป็นหนึ่ง ใน คน ที่ ยอดเยี่ยม ที่สุด ที่ ไป,เขา เป็น พ่อ ทูนหัว ของ ฉัน และ เป็นหนึ่ง ใน คน ที่ ยอดเยี่ยม ที่สุด ที่ ไป
ในครอบครัวนี้พวกเราทุกคนเป็นลูกและฉันอายุน้อยที่สุด,ในครอบครัวนี้พวกเราทุกคนเป็นลูกและฉันอายุน้อยที่สุด,ใน ครอบครัว นี้ พวกเรา ทุกคน เป็น ลูก และ ฉัน อายุ น้อยที่สุด,ใน ครอบครัว นี้ พวกเรา ทุกคน เป็น ลูก และ ฉัน อายุ น้อยที่สุด
